setlist_id,concert_id,song_name,setlist_position,cover_info,encore,tape
3bd7041c_3,3bd7041c,The Trooper,3,,False,False
3bd7041c_4,3bd7041c,Heaven Can Wait,4,,False,False
3bd7041c_5,3bd7041c,Iron Maiden,5,,False,False
3bd7041c_6,3bd7041c,The Number of the Beast,6,,False,False
3bd7041c_7,3bd7041c,Bring Your Daughter... to the Slaughter,7,,False,False
3bd7041c_8,3bd7041c,Run to the Hills,8,,False,False
3bd7041c_9,3bd7041c,Sanctuary,9,,False,False
3bd7041c_10,3bd7041c,Tailgunner,10,,False,False
3bd7041c_11,3bd7041c,Public Enema Number One,11,,False,False
3bd7041c_12,3bd7041c,Wrathchild,12,,False,False
3bd7041c_13,3bd7041c,Die With Your Boots On,13,,False,False
3bd7041c_14,3bd7041c,Hallowed Be Thy Name,14,,False,False
3bd7041c_15,3bd7041c,22 Acacia Avenue,15,,False,False
3bd7041c_16,3bd7041c,Holy Smoke,16,,True,False
3bd7041c_17,3bd7041c,The Assassin,17,Bruce Dickinson,True,False
3bd7041c_18,3bd7041c,No Prayer for the Dying,18,,True,False
3bd7041c_19,3bd7041c,Hooks in You,19,,True,False
43d44f37_1,43d44f37,The Clairvoyant,1,,False,False
43d44f37_2,43d44f37,2 Minutes to Midnight,2,,False,False
43d44f37_3,43d44f37,The Trooper,3,,False,False
43d44f37_4,43d44f37,Heaven Can Wait,4,,False,False
43d44f37_5,43d44f37,Iron Maiden,5,,False,False
43d44f37_6,43d44f37,The Number of the Beast,6,,False,False
43d44f37_7,43d44f37,Bring Your Daughter... to the Slaughter,7,,False,False
43d44f37_8,43d44f37,Run to the Hills,8,,False,False
43d44f37_9,43d44f37,Sanctuary,9,,False,False
43d44f37_10,43d44f37,Tailgunner,10,,False,False
43d44f37_11,43d44f37,Public Enema Number One,11,,False,False
43d44f37_12,43d44f37,Wrathchild,12,,False,False
43d44f37_13,43d44f37,Die With Your Boots On,13,,False,False
43d44f37_14,43d44f37,Hallowed Be Thy Name,14,,False,False
43d44f37_15,43d44f37,22 Acacia Avenue,15,,False,False
43d44f37_16,43d44f37,Holy Smoke,16,,True,False
43d44f37_17,43d44f37,The Assassin,17,Bruce Dickinson,True,False
43d44f37_18,43d44f37,No Prayer for the Dying,18,,True,False
43d44f37_19,43d44f37,Hooks in You,19,,True,False
73d3a651_1,73d3a651,The Clairvoyant,1,,False,False
73d3a651_2,73d3a651,2 Minutes to Midnight,2,,False,False
73d3a651_3,73d3a651,The Trooper,3,,False,False
73d3a651_4,73d3a651,Heaven Can Wait,4,,False,False
73d3a651_5,73d3a651,Iron Maiden,5,,False,False
73d3a651_6,73d3a651,The Number of the Beast,6,,False,False
73d3a651_7,73d3a651,Bring Your Daughter... to the Slaughter,7,,False,False
73d3a651_8,73d3a651,Run to the Hills,8,,False,False
73d3a651_9,73d3a651,Sanctuary,9,,False,False
73d3a651_10,73d3a651,Tailgunner,10,,False,False
73d3a651_11,73d3a651,Public Enema Number One,11,,False,False
73d3a651_12,73d3a651,Wrathchild,12,,False,False
73d3a651_13,73d3a651,Die With Your Boots On,13,,False,False
73d3a651_14,73d3a651,Hallowed Be Thy Name,14,,False,False
73d3a651_15,73d3a651,22 Acacia Avenue,15,,False,False
73d3a651_16,73d3a651,Holy Smoke,16,,True,False
73d3a651_17,73d3a651,The Assassin,17,Bruce Dickinson,True,False
73d3a651_18,73d3a651,No Prayer for the Dying,18,,True,False
73d3a651_19,73d3a651,Hooks in You,19,,True,False
13d75949_1,13d75949,The Clairvoyant,1,,False,False
13d75949_2,13d75949,2 Minutes to Midnight,2,,False,False
13d75949_3,13d75949,The Trooper,3,,False,False
13d75949_4,13d75949,Heaven Can Wait,4,,False,False
13d75949_5,13d75949,Iron Maiden,5,,False,False
13d75949_6,13d75949,The Number of the Beast,6,,False,False
13d75949_7,13d75949,Bring Your Daughter... to the Slaughter,7,,False,False
13d75949_8,13d75949,Run to the Hills,8,,False,False
13d75949_9,13d75949,Sanctuary,9,,False,False
13d75949_10,13d75949,Tailgunner,10,,False,False
13d75949_11,13d75949,Public Enema Number One,11,,False,False
13d75949_12,13d75949,Wrathchild,12,,False,False
13d75949_13,13d75949,Die With Your Boots On,13,,False,False
13d75949_14,13d75949,Hallowed Be Thy Name,14,,False,False
13d75949_15,13d75949,22 Acacia Avenue,15,,False,False
13d75949_16,13d75949,Holy Smoke,16,,True,False
13d75949_17,13d75949,The Assassin,17,Bruce Dickinson,True,False
13d75949_18,13d75949,No Prayer for the Dying,18,,True,False
13d75949_19,13d75949,Hooks in You,19,,True,False
33d64c99_1,33d64c99,The Clairvoyant,1,,False,False
33d64c99_2,33d64c99,2 Minutes to Midnight,2,,False,False
33d64c99_3,33d64c99,The Trooper,3,,False,False
33d64c99_4,33d64c99,Heaven Can Wait,4,,False,False
33d64c99_5,33d64c99,Iron Maiden,5,,False,False
33d64c99_6,33d64c99,The Number of the Beast,6,,False,False
33d64c99_7,33d64c99,Bring Your Daughter... to the Slaughter,7,,False,False
33d64c99_8,33d64c99,Run to the Hills,8,,False,False
33d64c99_9,33d64c99,Sanctuary,9,,False,False
33d64c99_10,33d64c99,"""633 Squadron"" Theme",10,,False,False
33d64c99_11,33d64c99,Tailgunner,11,,False,False
33d64c99_12,33d64c99,Public Enema Number One,12,,False,False
33d64c99_13,33d64c99,Wrathchild,13,,False,False
33d64c99_14,33d64c99,Die With Your Boots On,14,,False,False
33d64c99_15,33d64c99,Hallowed Be Thy Name,15,,False,False
33d64c99_16,33d64c99,22 Acacia Avenue,16,,True,False
33d64c99_17,33d64c99,Holy Smoke,17,Bruce Dickinson,True,False
33d64c99_18,33d64c99,The Assassin,18,,True,False
33d64c99_19,33d64c99,No Prayer for the Dying,19,,True,False
bd395aa_1,bd395aa,Hooks in You,1,,False,True
bd395aa_2,bd395aa,The Clairvoyant,2,,False,False
bd395aa_3,bd395aa,2 Minutes to Midnight,3,,False,False
bd395aa_4,bd395aa,The Trooper,4,,False,False
bd395aa_5,bd395aa,Heaven Can Wait,5,,False,False
bd395aa_6,bd395aa,Iron Maiden,6,,False,False
bd395aa_7,bd395aa,The Number of the Beast,7,,False,False
bd395aa_8,bd395aa,Bring Your Daughter... to the Slaughter,8,,False,False
bd395aa_9,bd395aa,Run to the Hills,9,,False,False
bd395aa_10,bd395aa,Sanctuary,10,,False,False
bd395aa_11,bd395aa,Tailgunner,11,,False,False
bd395aa_12,bd395aa,Public Enema Number One,12,,False,False
bd395aa_13,bd395aa,Wrathchild,13,,False,False
bd395aa_14,bd395aa,Die With Your Boots On,14,,False,False
bd395aa_15,bd395aa,Hallowed Be Thy Name,15,,False,False
bd395aa_16,bd395aa,22 Acacia Avenue,16,,False,False
bd395aa_17,bd395aa,Holy Smoke,17,,True,False
bd395aa_18,bd395aa,The Assassin,18,Bruce Dickinson,True,False
bd395aa_19,bd395aa,No Prayer for the Dying,19,,True,False
bd395aa_20,bd395aa,Hooks in You,20,,True,False
6bd3a652_1,6bd3a652,The Clairvoyant,1,,False,False
6bd3a652_2,6bd3a652,2 Minutes to Midnight,2,,False,False
6bd3a652_3,6bd3a652,The Trooper,3,,False,False
6bd3a652_4,6bd3a652,Heaven Can Wait,4,,False,False
6bd3a652_5,6bd3a652,Iron Maiden,5,,False,False
6bd3a652_6,6bd3a652,The Number of the Beast,6,,False,False
6bd3a652_7,6bd3a652,Bring Your Daughter... to the Slaughter,7,,False,False
6bd3a652_8,6bd3a652,Run to the Hills,8,,False,False
6bd3a652_9,6bd3a652,Sanctuary,9,,False,False
6bd3a652_10,6bd3a652,Tailgunner,10,,False,False
6bd3a652_11,6bd3a652,Public Enema Number One,11,,False,False
6bd3a652_12,6bd3a652,Wrathchild,12,,False,False
6bd3a652_13,6bd3a652,Die With Your Boots On,13,,False,False
6bd3a652_14,6bd3a652,Hallowed Be Thy Name,14,,False,False
6bd3a652_15,6bd3a652,22 Acacia Avenue,15,,False,False
6bd3a652_16,6bd3a652,Holy Smoke,16,,True,False
6bd3a652_17,6bd3a652,The Assassin,17,Bruce Dickinson,True,False
6bd3a652_18,6bd3a652,No Prayer for the Dying,18,,True,False
6bd3a652_19,6bd3a652,Hooks in You,19,,True,False
4bd7ab06_1,4bd7ab06,The Clairvoyant,1,,False,False
4bd7ab06_2,4bd7ab06,2 Minutes to Midnight,2,,False,False
4bd7ab06_3,4bd7ab06,The Trooper,3,,False,False
4bd7ab06_4,4bd7ab06,Heaven Can Wait,4,,False,False
4bd7ab06_5,4bd7ab06,Iron Maiden,5,,False,False
4bd7ab06_6,4bd7ab06,The Number of the Beast,6,,False,False
4bd7ab06_7,4bd7ab06,Bring Your Daughter... to the Slaughter,7,,False,False
4bd7ab06_8,4bd7ab06,Run to the Hills,8,,False,False
4bd7ab06_9,4bd7ab06,Sanctuary,9,,False,False
4bd7ab06_10,4bd7ab06,Tailgunner,10,,False,False
4bd7ab06_11,4bd7ab06,Public Enema Number One,11,,False,False
4bd7ab06_12,4bd7ab06,Wrathchild,12,,False,False
4bd7ab06_13,4bd7ab06,Die With Your Boots On,13,,False,False
4bd7ab06_14,4bd7ab06,Hallowed Be Thy Name,14,,False,False
4bd7ab06_15,4bd7ab06,22 Acacia Avenue,15,,False,False
4bd7ab06_16,4bd7ab06,Holy Smoke,16,,True,False
4bd7ab06_17,4bd7ab06,The Assassin,17,Bruce Dickinson,True,False
4bd7ab06_18,4bd7ab06,No Prayer for the Dying,18,,True,False
4bd7ab06_19,4bd7ab06,Hooks in You,19,,True,False
7bd3a65c_1,7bd3a65c,The Clairvoyant,1,,False,False
7bd3a65c_2,7bd3a65c,2 Minutes to Midnight,2,,False,False
7bd3a65c_3,7bd3a65c,The Trooper,3,,False,False
7bd3a65c_4,7bd3a65c,Heaven Can Wait,4,,False,False
7bd3a65c_5,7bd3a65c,Iron Maiden,5,,False,False
7bd3a65c_6,7bd3a65c,The Number of the Beast,6,,False,False
7bd3a65c_7,7bd3a65c,Bring Your Daughter... to the Slaughter,7,,False,False
7bd3a65c_8,7bd3a65c,Run to the Hills,8,,False,False
7bd3a65c_9,7bd3a65c,Sanctuary,9,,False,False
7bd3a65c_10,7bd3a65c,Tailgunner,10,,False,False
7bd3a65c_11,7bd3a65c,Public Enema Number One,11,,False,False
7bd3a65c_12,7bd3a65c,Wrathchild,12,,False,False
7bd3a65c_13,7bd3a65c,Die With Your Boots On,13,,False,False
7bd3a65c_14,7bd3a65c,Hallowed Be Thy Name,14,,False,False
7bd3a65c_15,7bd3a65c,22 Acacia Avenue,15,,False,False
7bd3a65c_16,7bd3a65c,Holy Smoke,16,,True,False
7bd3a65c_17,7bd3a65c,The Assassin,17,Bruce Dickinson,True,False
7bd3a65c_18,7bd3a65c,No Prayer for the Dying,18,,True,False
7bd3a65c_19,7bd3a65c,Hooks in You,19,,True,False
73d3a659_1,73d3a659,The Clairvoyant,1,,False,False
73d3a659_2,73d3a659,2 Minutes to Midnight,2,,False,False
73d3a659_3,73d3a659,The Trooper,3,,False,False
73d3a659_4,73d3a659,Heaven Can Wait,4,,False,False
73d3a659_5,73d3a659,Iron Maiden,5,,False,False
73d3a659_6,73d3a659,The Number of the Beast,6,,False,False
73d3a659_7,73d3a659,Bring Your Daughter... to the Slaughter,7,,False,False
73d3a659_8,73d3a659,Run to the Hills,8,,False,False
73d3a659_9,73d3a659,Sanctuary,9,,False,False
73d3a659_10,73d3a659,"""633 Squadron"" Theme",10,,False,False
73d3a659_11,73d3a659,Tailgunner,11,,False,False
73d3a659_12,73d3a659,Public Enema Number One,12,,False,False
73d3a659_13,73d3a659,Wrathchild,13,,False,False
73d3a659_14,73d3a659,Die With Your Boots On,14,,False,False
73d3a659_15,73d3a659,Hallowed Be Thy Name,15,,False,False
73d3a659_16,73d3a659,22 Acacia Avenue,16,,True,False
73d3a659_17,73d3a659,Holy Smoke,17,Bruce Dickinson,True,False
73d3a659_18,73d3a659,The Assassin,18,,True,False
73d3a659_19,73d3a659,No Prayer for the Dying,19,,True,False
3d395ab_1,3d395ab,Hooks in You,1,,False,True
3d395ab_2,3d395ab,The Clairvoyant,2,,False,False
3d395ab_3,3d395ab,2 Minutes to Midnight,3,,False,False
3d395ab_4,3d395ab,The Trooper,4,,False,False
3d395ab_5,3d395ab,Heaven Can Wait,5,,False,False
3d395ab_6,3d395ab,Iron Maiden,6,,False,False
3d395ab_7,3d395ab,The Number of the Beast,7,,False,False
3d395ab_8,3d395ab,Bring Your Daughter... to the Slaughter,8,,False,False
3d395ab_9,3d395ab,Run to the Hills,9,,False,False
3d395ab_10,3d395ab,Sanctuary,10,,False,False
3d395ab_11,3d395ab,"""633 Squadron"" Theme",11,,False,False
3d395ab_12,3d395ab,Tailgunner,12,,False,False
3d395ab_13,3d395ab,Public Enema Number One,13,,False,False
3d395ab_14,3d395ab,Wrathchild,14,,False,False
3d395ab_15,3d395ab,Die With Your Boots On,15,,False,False
3d395ab_16,3d395ab,Hallowed Be Thy Name,16,,False,False
3d395ab_17,3d395ab,22 Acacia Avenue,17,,True,False
3d395ab_18,3d395ab,Holy Smoke,18,Bruce Dickinson,True,False
3d395ab_19,3d395ab,The Assassin,19,,True,False
3d395ab_20,3d395ab,No Prayer for the Dying,20,,True,False
6bd3a65a_1,6bd3a65a,Hooks in You,1,,False,True
6bd3a65a_2,6bd3a65a,The Clairvoyant,2,,False,False
6bd3a65a_3,6bd3a65a,2 Minutes to Midnight,3,,False,False
6bd3a65a_4,6bd3a65a,The Trooper,4,,False,False
6bd3a65a_5,6bd3a65a,Heaven Can Wait,5,,False,False
6bd3a65a_6,6bd3a65a,Iron Maiden,6,,False,False
6bd3a65a_7,6bd3a65a,The Number of the Beast,7,,False,False
6bd3a65a_8,6bd3a65a,Bring Your Daughter... to the Slaughter,8,,False,False
6bd3a65a_9,6bd3a65a,Run to the Hills,9,,False,False
6bd3a65a_10,6bd3a65a,Sanctuary,10,,False,False
6bd3a65a_11,6bd3a65a,Tailgunner,11,,False,False
6bd3a65a_12,6bd3a65a,Public Enema Number One,12,,False,False
6bd3a65a_13,6bd3a65a,Wrathchild,13,,False,False
6bd3a65a_14,6bd3a65a,Die With Your Boots On,14,,False,False
6bd3a65a_15,6bd3a65a,Hallowed Be Thy Name,15,,False,False
6bd3a65a_16,6bd3a65a,22 Acacia Avenue,16,,False,False
6bd3a65a_17,6bd3a65a,Holy Smoke,17,,True,False
6bd3a65a_18,6bd3a65a,The Assassin,18,Bruce Dickinson,True,False
6bd3a65a_19,6bd3a65a,No Prayer for the Dying,19,,True,False
6bd3a65a_20,6bd3a65a,Hooks in You,20,,True,False
13d3a5ed_1,13d3a5ed,The Clairvoyant,1,,False,False
13d3a5ed_2,13d3a5ed,2 Minutes to Midnight,2,,False,False
13d3a5ed_3,13d3a5ed,The Trooper,3,,False,False
13d3a5ed_4,13d3a5ed,Heaven Can Wait,4,,False,False
13d3a5ed_5,13d3a5ed,Iron Maiden,5,,False,False
13d3a5ed_6,13d3a5ed,The Number of the Beast,6,,False,False
13d3a5ed_7,13d3a5ed,Bring Your Daughter... to the Slaughter,7,,False,False
13d3a5ed_8,13d3a5ed,Run to the Hills,8,,False,False
13d3a5ed_9,13d3a5ed,"""633 Squadron"" Theme",9,,False,False
13d3a5ed_10,13d3a5ed,Tailgunner,10,,False,False
13d3a5ed_11,13d3a5ed,Public Enema Number One,11,,False,False
13d3a5ed_12,13d3a5ed,Wrathchild,12,,False,False
13d3a5ed_13,13d3a5ed,Die With Your Boots On,13,,False,False
13d3a5ed_14,13d3a5ed,Hallowed Be Thy Name,14,,False,False
13d3a5ed_15,13d3a5ed,22 Acacia Avenue,15,,False,False
13d3a5ed_16,13d3a5ed,Holy Smoke,16,,True,False
13d3a5ed_17,13d3a5ed,The Assassin,17,Bruce Dickinson,True,False
13d3a5ed_18,13d3a5ed,No Prayer for the Dying,18,,True,False
53d29fc5_1,53d29fc5,Hooks in You,1,,False,True
53d29fc5_2,53d29fc5,The Clairvoyant,2,,False,False
53d29fc5_3,53d29fc5,2 Minutes to Midnight,3,,False,False
53d29fc5_4,53d29fc5,The Trooper,4,,False,False
53d29fc5_5,53d29fc5,Heaven Can Wait,5,,False,False
53d29fc5_6,53d29fc5,Iron Maiden,6,,False,False
53d29fc5_7,53d29fc5,The Number of the Beast,7,,False,False
53d29fc5_8,53d29fc5,Bring Your Daughter... to the Slaughter,8,,False,False
53d29fc5_9,53d29fc5,Run to the Hills,9,,False,False
53d29fc5_10,53d29fc5,Sanctuary,10,,False,False
53d29fc5_11,53d29fc5,Tailgunner,11,,False,False
53d29fc5_12,53d29fc5,Public Enema Number One,12,,False,False
53d29fc5_13,53d29fc5,Wrathchild,13,,False,False
53d29fc5_14,53d29fc5,Die With Your Boots On,14,,False,False
53d29fc5_15,53d29fc5,Hallowed Be Thy Name,15,,False,False
53d29fc5_16,53d29fc5,22 Acacia Avenue,16,,False,False
53d29fc5_17,53d29fc5,Holy Smoke,17,,True,False
53d29fc5_18,53d29fc5,The Assassin,18,Bruce Dickinson,True,False
53d29fc5_19,53d29fc5,No Prayer for the Dying,19,,True,False
53d29fc5_20,53d29fc5,Hooks in You,20,,True,False
1bd679b4_1,1bd679b4,The Clairvoyant,1,,False,False
1bd679b4_2,1bd679b4,2 Minutes to Midnight,2,,False,False
1bd679b4_3,1bd679b4,The Trooper,3,,False,False
1bd679b4_4,1bd679b4,Heaven Can Wait,4,,False,False
1bd679b4_5,1bd679b4,Iron Maiden,5,,False,False
1bd679b4_6,1bd679b4,The Number of the Beast,6,,False,False
1bd679b4_7,1bd679b4,Bring Your Daughter... to the Slaughter,7,,False,False
1bd679b4_8,1bd679b4,Run to the Hills,8,,False,False
1bd679b4_9,1bd679b4,Sanctuary,9,,False,False
1bd679b4_10,1bd679b4,"""633 Squadron"" Theme",10,,False,False
1bd679b4_11,1bd679b4,Tailgunner,11,,False,False
1bd679b4_12,1bd679b4,Public Enema Number One,12,,False,False
1bd679b4_13,1bd679b4,Wrathchild,13,,False,False
1bd679b4_14,1bd679b4,Die With Your Boots On,14,,False,False
1bd679b4_15,1bd679b4,Hallowed Be Thy Name,15,,False,False
1bd679b4_16,1bd679b4,22 Acacia Avenue,16,,True,False
1bd679b4_17,1bd679b4,Holy Smoke,17,Bruce Dickinson,True,False
1bd679b4_18,1bd679b4,The Assassin,18,,True,False
1bd679b4_19,1bd679b4,No Prayer for the Dying,19,,True,False
bd3954a_1,bd3954a,Hooks in You,1,,False,True
bd3954a_2,bd3954a,The Clairvoyant,2,,False,False
bd3954a_3,bd3954a,2 Minutes to Midnight,3,,False,False
bd3954a_4,bd3954a,The Trooper,4,,False,False
bd3954a_5,bd3954a,Heaven Can Wait,5,,False,False
bd3954a_6,bd3954a,Iron Maiden,6,,False,False
bd3954a_7,bd3954a,The Number of the Beast,7,,False,False
bd3954a_8,bd3954a,Bring Your Daughter... to the Slaughter,8,,False,False
bd3954a_9,bd3954a,Run to the Hills,9,,False,False
bd3954a_10,bd3954a,Sanctuary,10,,False,False
bd3954a_11,bd3954a,Tailgunner,11,,False,False
bd3954a_12,bd3954a,Public Enema Number One,12,,False,False
bd3954a_13,bd3954a,Wrathchild,13,,False,False
bd3954a_14,bd3954a,Die With Your Boots On,14,,False,False
bd3954a_15,bd3954a,Hallowed Be Thy Name,15,,False,False
bd3954a_16,bd3954a,22 Acacia Avenue,16,,False,False
bd3954a_17,bd3954a,Holy Smoke,17,,True,False
bd3954a_18,bd3954a,The Assassin,18,Bruce Dickinson,True,False
bd3954a_19,bd3954a,No Prayer for the Dying,19,,True,False
bd3954a_20,bd3954a,Hooks in You,20,,True,False
1bd3a5e8_1,1bd3a5e8,The Clairvoyant,1,,False,False
1bd3a5e8_2,1bd3a5e8,2 Minutes to Midnight,2,,False,False
1bd3a5e8_3,1bd3a5e8,The Trooper,3,,False,False
1bd3a5e8_4,1bd3a5e8,Heaven Can Wait,4,,False,False
1bd3a5e8_5,1bd3a5e8,Iron Maiden,5,,False,False
1bd3a5e8_6,1bd3a5e8,The Number of the Beast,6,,False,False
1bd3a5e8_7,1bd3a5e8,Bring Your Daughter... to the Slaughter,7,,False,False
1bd3a5e8_8,1bd3a5e8,Run to the Hills,8,,False,False
1bd3a5e8_9,1bd3a5e8,Sanctuary,9,,False,False
1bd3a5e8_10,1bd3a5e8,Tailgunner,10,,False,False
1bd3a5e8_11,1bd3a5e8,Public Enema Number One,11,,False,False
1bd3a5e8_12,1bd3a5e8,Wrathchild,12,,False,False
1bd3a5e8_13,1bd3a5e8,Die With Your Boots On,13,,False,False
1bd3a5e8_14,1bd3a5e8,Hallowed Be Thy Name,14,,False,False
1bd3a5e8_15,1bd3a5e8,22 Acacia Avenue,15,,False,False
1bd3a5e8_16,1bd3a5e8,Holy Smoke,16,,True,False
1bd3a5e8_17,1bd3a5e8,The Assassin,17,Bruce Dickinson,True,False
1bd3a5e8_18,1bd3a5e8,No Prayer for the Dying,18,,True,False
1bd3a5e8_19,1bd3a5e8,Hooks in You,19,,True,False
13d3a5e9_1,13d3a5e9,The Clairvoyant,1,,False,False
13d3a5e9_2,13d3a5e9,2 Minutes to Midnight,2,,False,False
13d3a5e9_3,13d3a5e9,The Trooper,3,,False,False
13d3a5e9_4,13d3a5e9,Heaven Can Wait,4,,False,False
13d3a5e9_5,13d3a5e9,Iron Maiden,5,,False,False
13d3a5e9_6,13d3a5e9,The Number of the Beast,6,,False,False
13d3a5e9_7,13d3a5e9,Bring Your Daughter... to the Slaughter,7,,False,False
13d3a5e9_8,13d3a5e9,Run to the Hills,8,,False,False
13d3a5e9_9,13d3a5e9,Sanctuary,9,,False,False
13d3a5e9_10,13d3a5e9,Tailgunner,10,,False,False
13d3a5e9_11,13d3a5e9,Public Enema Number One,11,,False,False
13d3a5e9_12,13d3a5e9,Wrathchild,12,,False,False
13d3a5e9_13,13d3a5e9,Die With Your Boots On,13,,False,False
13d3a5e9_14,13d3a5e9,Hallowed Be Thy Name,14,,False,False
13d3a5e9_15,13d3a5e9,22 Acacia Avenue,15,,False,False
13d3a5e9_16,13d3a5e9,Holy Smoke,16,,True,False
13d3a5e9_17,13d3a5e9,The Assassin,17,Bruce Dickinson,True,False
13d3a5e9_18,13d3a5e9,No Prayer for the Dying,18,,True,False
13d3a5e9_19,13d3a5e9,Hooks in You,19,,True,False
63d49e97_1,63d49e97,The Clairvoyant,1,,False,False
63d49e97_2,63d49e97,2 Minutes to Midnight,2,,False,False
63d49e97_3,63d49e97,The Trooper,3,,False,False
63d49e97_4,63d49e97,Heaven Can Wait,4,,False,False
63d49e97_5,63d49e97,Iron Maiden,5,,False,False
63d49e97_6,63d49e97,The Number of the Beast,6,,False,False
63d49e97_7,63d49e97,Bring Your Daughter... to the Slaughter,7,,False,False
63d49e97_8,63d49e97,Run to the Hills,8,,False,False
63d49e97_9,63d49e97,Sanctuary,9,,False,False
63d49e97_10,63d49e97,"""633 Squadron"" Theme",10,,False,False
63d49e97_11,63d49e97,Tailgunner,11,,False,False
63d49e97_12,63d49e97,Public Enema Number One,12,,False,False
63d49e97_13,63d49e97,Wrathchild,13,,False,False
63d49e97_14,63d49e97,Die With Your Boots On,14,,False,False
63d49e97_15,63d49e97,Hallowed Be Thy Name,15,,False,False
63d49e97_16,63d49e97,22 Acacia Avenue,16,,True,False
63d49e97_17,63d49e97,Holy Smoke,17,Bruce Dickinson,True,False
63d49e97_18,63d49e97,The Assassin,18,,True,False
63d49e97_19,63d49e97,No Prayer for the Dying,19,,True,False
1bd39554_1,1bd39554,Hooks in You,1,,False,True
1bd39554_2,1bd39554,The Clairvoyant,2,,False,False
1bd39554_3,1bd39554,2 Minutes to Midnight,3,,False,False
1bd39554_4,1bd39554,The Trooper,4,,False,False
1bd39554_5,1bd39554,Heaven Can Wait,5,,False,False
1bd39554_6,1bd39554,Iron Maiden,6,,False,False
1bd39554_7,1bd39554,The Number of the Beast,7,,False,False
1bd39554_8,1bd39554,Bring Your Daughter... to the Slaughter,8,,False,False
1bd39554_9,1bd39554,Run to the Hills,9,,False,False
1bd39554_10,1bd39554,Sanctuary,10,,False,False
1bd39554_11,1bd39554,Tailgunner,11,,False,False
1bd39554_12,1bd39554,Public Enema Number One,12,,False,False
1bd39554_13,1bd39554,Wrathchild,13,,False,False
1bd39554_14,1bd39554,Die With Your Boots On,14,,False,False
1bd39554_15,1bd39554,Hallowed Be Thy Name,15,,False,False
1bd39554_16,1bd39554,22 Acacia Avenue,16,,False,False
1bd39554_17,1bd39554,Holy Smoke,17,,True,False
1bd39554_18,1bd39554,The Assassin,18,Bruce Dickinson,True,False
1bd39554_19,1bd39554,No Prayer for the Dying,19,,True,False
1bd39554_20,1bd39554,Hooks in You,20,,True,False
1bd3a5f4_1,1bd3a5f4,The Clairvoyant,1,,False,False
1bd3a5f4_2,1bd3a5f4,2 Minutes to Midnight,2,,False,False
1bd3a5f4_3,1bd3a5f4,The Trooper,3,,False,False
1bd3a5f4_4,1bd3a5f4,Heaven Can Wait,4,,False,False
1bd3a5f4_5,1bd3a5f4,Iron Maiden,5,,False,False
1bd3a5f4_6,1bd3a5f4,The Number of the Beast,6,,False,False
1bd3a5f4_7,1bd3a5f4,Bring Your Daughter... to the Slaughter,7,,False,False
1bd3a5f4_8,1bd3a5f4,Run to the Hills,8,,False,False
1bd3a5f4_9,1bd3a5f4,Sanctuary,9,,False,False
1bd3a5f4_10,1bd3a5f4,"""633 Squadron"" Theme",10,,False,False
1bd3a5f4_11,1bd3a5f4,Tailgunner,11,,False,False
1bd3a5f4_12,1bd3a5f4,Public Enema Number One,12,,False,False
1bd3a5f4_13,1bd3a5f4,Wrathchild,13,,False,False
1bd3a5f4_14,1bd3a5f4,Die With Your Boots On,14,,False,False
1bd3a5f4_15,1bd3a5f4,Hallowed Be Thy Name,15,,False,False
1bd3a5f4_16,1bd3a5f4,22 Acacia Avenue,16,,True,False
1bd3a5f4_17,1bd3a5f4,Holy Smoke,17,Bruce Dickinson,True,False
1bd3a5f4_18,1bd3a5f4,The Assassin,18,,True,False
1bd3a5f4_19,1bd3a5f4,No Prayer for the Dying,19,,True,False
13d39555_1,13d39555,Hooks in You,1,,False,True
13d39555_2,13d39555,The Clairvoyant,2,,False,False
13d39555_3,13d39555,2 Minutes to Midnight,3,,False,False
13d39555_4,13d39555,The Trooper,4,,False,False
13d39555_5,13d39555,Heaven Can Wait,5,,False,False
13d39555_6,13d39555,Iron Maiden,6,,False,False
13d39555_7,13d39555,The Number of the Beast,7,,False,False
13d39555_8,13d39555,Bring Your Daughter... to the Slaughter,8,,False,False
13d39555_9,13d39555,Run to the Hills,9,,False,False
13d39555_10,13d39555,Sanctuary,10,,False,False
13d39555_11,13d39555,"""633 Squadron"" Theme",11,,False,False
13d39555_12,13d39555,Tailgunner,12,,False,False
13d39555_13,13d39555,Public Enema Number One,13,,False,False
13d39555_14,13d39555,Wrathchild,14,,False,False
13d39555_15,13d39555,Die With Your Boots On,15,,False,False
13d39555_16,13d39555,Hallowed Be Thy Name,16,,False,False
13d39555_17,13d39555,22 Acacia Avenue,17,,True,False
13d39555_18,13d39555,Holy Smoke,18,Bruce Dickinson,True,False
13d39555_19,13d39555,The Assassin,19,,True,False
13d39555_20,13d39555,No Prayer for the Dying,20,,True,False
3d39557_1,3d39557,Hooks in You,1,,False,True
3d39557_2,3d39557,The Clairvoyant,2,,False,False
3d39557_3,3d39557,2 Minutes to Midnight,3,,False,False
3d39557_4,3d39557,The Trooper,4,,False,False
3d39557_5,3d39557,Heaven Can Wait,5,,False,False
3d39557_6,3d39557,Iron Maiden,6,,False,False
3d39557_7,3d39557,The Number of the Beast,7,,False,False
3d39557_8,3d39557,Bring Your Daughter... to the Slaughter,8,,False,False
3d39557_9,3d39557,Run to the Hills,9,,False,False
