setlist_id,concert_id,song_name,setlist_position,cover_info,encore,tape
4bab839a_1,4bab839a,Doctor Doctor,1,UFO,False,True
4bab839a_2,4bab839a,Blade Runner (End Titles),2,Vangelis,False,True
4bab839a_3,4bab839a,Caught Somewhere in Time,3,,False,False
4bab839a_4,4bab839a,Stranger in a Strange Land,4,,False,False
4bab839a_5,4bab839a,The Writing on the Wall,5,,False,False
4bab839a_6,4bab839a,Days of Future Past,6,,False,False
4bab839a_7,4bab839a,The Time Machine,7,,False,False
4bab839a_8,4bab839a,The Prisoner,8,,False,False
4bab839a_9,4bab839a,Death of the Celts,9,,False,False
4bab839a_10,4bab839a,Can I Play With Madness,10,,False,False
4bab839a_11,4bab839a,Heaven Can Wait,11,,False,False
4bab839a_12,4bab839a,Alexander the Great,12,,False,False
4bab839a_13,4bab839a,Fear of the Dark,13,,False,False
4bab839a_14,4bab839a,Iron Maiden,14,,False,False
4bab839a_15,4bab839a,Hell on Earth,15,,True,False
4bab839a_16,4bab839a,The Trooper,16,,True,False
4bab839a_17,4bab839a,Wasted Years,17,,True,False
4bab839a_18,4bab839a,Always Look on the Bright Side of Life,18,Monty Python,True,True
53ab83a5_1,53ab83a5,Blade Runner (End Titles),1,Vangelis,False,True
53ab83a5_2,53ab83a5,Caught Somewhere in Time,2,,False,False
53ab83a5_3,53ab83a5,Stranger in a Strange Land,3,,False,False
53ab83a5_4,53ab83a5,The Writing on the Wall,4,,False,False
53ab83a5_5,53ab83a5,Days of Future Past,5,,False,False
53ab83a5_6,53ab83a5,The Time Machine,6,,False,False
53ab83a5_7,53ab83a5,The Prisoner,7,,False,False
53ab83a5_8,53ab83a5,Death of the Celts,8,,False,False
53ab83a5_9,53ab83a5,Can I Play With Madness,9,,False,False
53ab83a5_10,53ab83a5,Heaven Can Wait,10,,False,False
53ab83a5_11,53ab83a5,Alexander the Great,11,,False,False
53ab83a5_12,53ab83a5,Fear of the Dark,12,,False,False
53ab83a5_13,53ab83a5,Iron Maiden,13,,False,False
53ab83a5_14,53ab83a5,Hell on Earth,14,,True,False
53ab83a5_15,53ab83a5,The Trooper,15,,True,False
53ab83a5_16,53ab83a5,Wasted Years,16,,True,False
bab8146_1,bab8146,Doctor Doctor,1,UFO,False,True
bab8146_2,bab8146,Blade Runner (End Titles),2,Vangelis,False,True
bab8146_3,bab8146,Caught Somewhere in Time,3,,False,False
bab8146_4,bab8146,Stranger in a Strange Land,4,,False,False
bab8146_5,bab8146,The Writing on the Wall,5,,False,False
bab8146_6,bab8146,Days of Future Past,6,,False,False
bab8146_7,bab8146,The Time Machine,7,,False,False
bab8146_8,bab8146,The Prisoner,8,,False,False
bab8146_9,bab8146,Death of the Celts,9,,False,False
bab8146_10,bab8146,Can I Play With Madness,10,,False,False
bab8146_11,bab8146,Heaven Can Wait,11,,False,False
bab8146_12,bab8146,Alexander the Great,12,,False,False
bab8146_13,bab8146,Fear of the Dark,13,,False,False
bab8146_14,bab8146,Iron Maiden,14,,False,False
bab8146_15,bab8146,Hell on Earth,15,,True,False
bab8146_16,bab8146,The Trooper,16,,True,False
bab8146_17,bab8146,Wasted Years,17,,True,False
bab8146_18,bab8146,Always Look on the Bright Side of Life,18,Monty Python,True,True
4bab83a2_1,4bab83a2,Doctor Doctor,1,UFO,False,True
4bab83a2_2,4bab83a2,Blade Runner (End Titles),2,Vangelis,False,True
4bab83a2_3,4bab83a2,Caught Somewhere in Time,3,,False,False
4bab83a2_4,4bab83a2,Stranger in a Strange Land,4,,False,False
4bab83a2_5,4bab83a2,The Writing on the Wall,5,,False,False
4bab83a2_6,4bab83a2,Days of Future Past,6,,False,False
4bab83a2_7,4bab83a2,The Time Machine,7,,False,False
4bab83a2_8,4bab83a2,The Prisoner,8,,False,False
4bab83a2_9,4bab83a2,Death of the Celts,9,,False,False
4bab83a2_10,4bab83a2,Can I Play With Madness,10,,False,False
4bab83a2_11,4bab83a2,Heaven Can Wait,11,,False,False
4bab83a2_12,4bab83a2,Alexander the Great,12,,False,False
4bab83a2_13,4bab83a2,Fear of the Dark,13,,False,False
4bab83a2_14,4bab83a2,Iron Maiden,14,,False,False
4bab83a2_15,4bab83a2,Hell on Earth,15,,True,False
4bab83a2_16,4bab83a2,The Trooper,16,,True,False
4bab83a2_17,4bab83a2,Wasted Years,17,,True,False
4bab83a2_18,4bab83a2,Always Look on the Bright Side of Life,18,Monty Python,True,True
43ab83af_1,43ab83af,Doctor Doctor,1,UFO,False,True
43ab83af_2,43ab83af,Blade Runner (End Titles),2,Vangelis,False,True
43ab83af_3,43ab83af,Caught Somewhere in Time,3,,False,False
43ab83af_4,43ab83af,Stranger in a Strange Land,4,,False,False
43ab83af_5,43ab83af,The Writing on the Wall,5,,False,False
43ab83af_6,43ab83af,Days of Future Past,6,,False,False
43ab83af_7,43ab83af,The Time Machine,7,,False,False
43ab83af_8,43ab83af,The Prisoner,8,,False,False
43ab83af_9,43ab83af,Death of the Celts,9,,False,False
43ab83af_10,43ab83af,Can I Play With Madness,10,,False,False
43ab83af_11,43ab83af,Heaven Can Wait,11,,False,False
43ab83af_12,43ab83af,Alexander the Great,12,,False,False
43ab83af_13,43ab83af,Fear of the Dark,13,,False,False
43ab83af_14,43ab83af,Iron Maiden,14,,False,False
43ab83af_15,43ab83af,Hell on Earth,15,,True,False
43ab83af_16,43ab83af,The Trooper,16,,True,False
43ab83af_17,43ab83af,Wasted Years,17,,True,False
43ab83af_18,43ab83af,Always Look on the Bright Side of Life,18,Monty Python,True,True
43ab83ab_1,43ab83ab,Doctor Doctor,1,UFO,False,True
43ab83ab_2,43ab83ab,Blade Runner (End Titles),2,Vangelis,False,True
43ab83ab_3,43ab83ab,Caught Somewhere in Time,3,,False,False
43ab83ab_4,43ab83ab,Stranger in a Strange Land,4,,False,False
43ab83ab_5,43ab83ab,The Writing on the Wall,5,,False,False
43ab83ab_6,43ab83ab,Days of Future Past,6,,False,False
43ab83ab_7,43ab83ab,The Time Machine,7,,False,False
43ab83ab_8,43ab83ab,The Prisoner,8,,False,False
43ab83ab_9,43ab83ab,Death of the Celts,9,,False,False
43ab83ab_10,43ab83ab,Can I Play With Madness,10,,False,False
43ab83ab_11,43ab83ab,Heaven Can Wait,11,,False,False
43ab83ab_12,43ab83ab,Alexander the Great,12,,False,False
43ab83ab_13,43ab83ab,Fear of the Dark,13,,False,False
43ab83ab_14,43ab83ab,Iron Maiden,14,,False,False
43ab83ab_15,43ab83ab,Hell on Earth,15,,True,False
43ab83ab_16,43ab83ab,The Trooper,16,,True,False
43ab83ab_17,43ab83ab,Wasted Years,17,,True,False
43ab83ab_18,43ab83ab,Always Look on the Bright Side of Life,18,Monty Python,True,True
5bab83b0_1,5bab83b0,Doctor Doctor,1,UFO,False,True
5bab83b0_2,5bab83b0,Blade Runner (End Titles),2,Vangelis,False,True
5bab83b0_3,5bab83b0,Caught Somewhere in Time,3,,False,False
5bab83b0_4,5bab83b0,Stranger in a Strange Land,4,,False,False
5bab83b0_5,5bab83b0,The Writing on the Wall,5,,False,False
5bab83b0_6,5bab83b0,Days of Future Past,6,,False,False
5bab83b0_7,5bab83b0,The Time Machine,7,,False,False
5bab83b0_8,5bab83b0,The Prisoner,8,,False,False
5bab83b0_9,5bab83b0,Death of the Celts,9,,False,False
5bab83b0_10,5bab83b0,Can I Play With Madness,10,,False,False
5bab83b0_11,5bab83b0,Heaven Can Wait,11,,False,False
5bab83b0_12,5bab83b0,Alexander the Great,12,,False,False
5bab83b0_13,5bab83b0,Fear of the Dark,13,,False,False
5bab83b0_14,5bab83b0,Iron Maiden,14,,False,False
5bab83b0_15,5bab83b0,Hell on Earth,15,,True,False
5bab83b0_16,5bab83b0,The Trooper,16,,True,False
5bab83b0_17,5bab83b0,Wasted Years,17,,True,False
5bab83b0_18,5bab83b0,Always Look on the Bright Side of Life,18,Monty Python,True,True
1babe978_1,1babe978,Doctor Doctor,1,UFO,False,True
1babe978_2,1babe978,Blade Runner (End Titles),2,Vangelis,False,True
1babe978_3,1babe978,Caught Somewhere in Time,3,,False,False
1babe978_4,1babe978,Stranger in a Strange Land,4,,False,False
1babe978_5,1babe978,The Writing on the Wall,5,,False,False
1babe978_6,1babe978,Days of Future Past,6,,False,False
1babe978_7,1babe978,The Time Machine,7,,False,False
1babe978_8,1babe978,The Prisoner,8,,False,False
1babe978_9,1babe978,Death of the Celts,9,,False,False
1babe978_10,1babe978,Can I Play With Madness,10,,False,False
1babe978_11,1babe978,Heaven Can Wait,11,,False,False
1babe978_12,1babe978,Alexander the Great,12,,False,False
1babe978_13,1babe978,Fear of the Dark,13,,False,False
1babe978_14,1babe978,Iron Maiden,14,,False,False
1babe978_15,1babe978,Hell on Earth,15,,True,False
1babe978_16,1babe978,The Trooper,16,,True,False
1babe978_17,1babe978,Wasted Years,17,,True,False
1babe978_18,1babe978,Always Look on the Bright Side of Life,18,Monty Python,True,True
babe97a_1,babe97a,Doctor Doctor,1,UFO,False,True
babe97a_2,babe97a,Blade Runner (End Titles),2,Vangelis,False,True
babe97a_3,babe97a,Caught Somewhere in Time,3,,False,False
babe97a_4,babe97a,Stranger in a Strange Land,4,,False,False
babe97a_5,babe97a,The Writing on the Wall,5,,False,False
babe97a_6,babe97a,Days of Future Past,6,,False,False
babe97a_7,babe97a,The Time Machine,7,,False,False
babe97a_8,babe97a,The Prisoner,8,,False,False
babe97a_9,babe97a,Death of the Celts,9,,False,False
babe97a_10,babe97a,Can I Play With Madness,10,,False,False
babe97a_11,babe97a,Heaven Can Wait,11,,False,False
babe97a_12,babe97a,Alexander the Great,12,,False,False
babe97a_13,babe97a,Fear of the Dark,13,,False,False
babe97a_14,babe97a,Iron Maiden,14,,False,False
babe97a_15,babe97a,Hell on Earth,15,,True,False
babe97a_16,babe97a,The Trooper,16,,True,False
babe97a_17,babe97a,Wasted Years,17,,True,False
babe97a_18,babe97a,Always Look on the Bright Side of Life,18,Monty Python,True,True
7babee84_1,7babee84,Doctor Doctor,1,UFO,False,True
7babee84_2,7babee84,Blade Runner (End Titles),2,Vangelis,False,True
7babee84_3,7babee84,Caught Somewhere in Time,3,,False,False
7babee84_4,7babee84,Stranger in a Strange Land,4,,False,False
7babee84_5,7babee84,The Writing on the Wall,5,,False,False
7babee84_6,7babee84,Days of Future Past,6,,False,False
7babee84_7,7babee84,The Time Machine,7,,False,False
7babee84_8,7babee84,The Prisoner,8,,False,False
7babee84_9,7babee84,Death of the Celts,9,,False,False
7babee84_10,7babee84,Can I Play With Madness,10,,False,False
7babee84_11,7babee84,Heaven Can Wait,11,,False,False
7babee84_12,7babee84,Alexander the Great,12,,False,False
7babee84_13,7babee84,Fear of the Dark,13,,False,False
7babee84_14,7babee84,Iron Maiden,14,,False,False
7babee84_15,7babee84,Hell on Earth,15,,True,False
7babee84_16,7babee84,The Trooper,16,,True,False
7babee84_17,7babee84,Wasted Years,17,,True,False
7babee84_18,7babee84,Always Look on the Bright Side of Life,18,Monty Python,True,True
6babee86_1,6babee86,Doctor Doctor,1,UFO,False,True
6babee86_2,6babee86,Blade Runner (End Titles),2,Vangelis,False,True
6babee86_3,6babee86,Caught Somewhere in Time,3,,False,False
6babee86_4,6babee86,Stranger in a Strange Land,4,,False,False
6babee86_5,6babee86,The Writing on the Wall,5,,False,False
6babee86_6,6babee86,Days of Future Past,6,,False,False
6babee86_7,6babee86,The Time Machine,7,,False,False
6babee86_8,6babee86,The Prisoner,8,,False,False
6babee86_9,6babee86,Death of the Celts,9,,False,False
6babee86_10,6babee86,Can I Play With Madness,10,,False,False
6babee86_11,6babee86,Heaven Can Wait,11,,False,False
6babee86_12,6babee86,Alexander the Great,12,,False,False
6babee86_13,6babee86,Fear of the Dark,13,,False,False
6babee86_14,6babee86,Iron Maiden,14,,False,False
6babee86_15,6babee86,Hell on Earth,15,,True,False
6babee86_16,6babee86,The Trooper,16,,True,False
6babee86_17,6babee86,Wasted Years,17,,True,False
6babee86_18,6babee86,Always Look on the Bright Side of Life,18,Monty Python,True,True
73abee81_1,73abee81,Doctor Doctor,1,UFO,False,True
73abee81_2,73abee81,Blade Runner (End Titles),2,Vangelis,False,True
73abee81_3,73abee81,Caught Somewhere in Time,3,,False,False
73abee81_4,73abee81,Stranger in a Strange Land,4,,False,False
73abee81_5,73abee81,The Writing on the Wall,5,,False,False
73abee81_6,73abee81,Days of Future Past,6,,False,False
73abee81_7,73abee81,The Time Machine,7,,False,False
73abee81_8,73abee81,The Prisoner,8,,False,False
73abee81_9,73abee81,Death of the Celts,9,,False,False
73abee81_10,73abee81,Can I Play With Madness,10,,False,False
73abee81_11,73abee81,Heaven Can Wait,11,,False,False
73abee81_12,73abee81,Alexander the Great,12,,False,False
73abee81_13,73abee81,Fear of the Dark,13,,False,False
73abee81_14,73abee81,Iron Maiden,14,,False,False
73abee81_15,73abee81,Hell on Earth,15,,True,False
73abee81_16,73abee81,The Trooper,16,,True,False
73abee81_17,73abee81,Wasted Years,17,,True,False
73abee81_18,73abee81,Always Look on the Bright Side of Life,18,Monty Python,True,True
4bab83be_1,4bab83be,Doctor Doctor,1,UFO,False,True
4bab83be_2,4bab83be,Blade Runner (End Titles),2,Vangelis,False,True
4bab83be_3,4bab83be,Caught Somewhere in Time,3,,False,False
4bab83be_4,4bab83be,Stranger in a Strange Land,4,,False,False
4bab83be_5,4bab83be,The Writing on the Wall,5,,False,False
4bab83be_6,4bab83be,Days of Future Past,6,,False,False
4bab83be_7,4bab83be,The Time Machine,7,,False,False
4bab83be_8,4bab83be,The Prisoner,8,,False,False
4bab83be_9,4bab83be,Death of the Celts,9,,False,False
4bab83be_10,4bab83be,Can I Play With Madness,10,,False,False
4bab83be_11,4bab83be,Heaven Can Wait,11,,False,False
4bab83be_12,4bab83be,Alexander the Great,12,,False,False
4bab83be_13,4bab83be,Fear of the Dark,13,,False,False
4bab83be_14,4bab83be,Iron Maiden,14,,False,False
4bab83be_15,4bab83be,Hell on Earth,15,,True,False
4bab83be_16,4bab83be,The Trooper,16,,True,False
4bab83be_17,4bab83be,Wasted Years,17,,True,False
4bab83be_18,4bab83be,Always Look on the Bright Side of Life,18,Monty Python,True,True
5bab83b8_1,5bab83b8,Doctor Doctor,1,UFO,False,True
5bab83b8_2,5bab83b8,Blade Runner (End Titles),2,Vangelis,False,True
5bab83b8_3,5bab83b8,Caught Somewhere in Time,3,,False,False
5bab83b8_4,5bab83b8,Stranger in a Strange Land,4,,False,False
5bab83b8_5,5bab83b8,The Writing on the Wall,5,,False,False
5bab83b8_6,5bab83b8,Days of Future Past,6,,False,False
5bab83b8_7,5bab83b8,The Time Machine,7,,False,False
5bab83b8_8,5bab83b8,The Prisoner,8,,False,False
5bab83b8_9,5bab83b8,Death of the Celts,9,,False,False
5bab83b8_10,5bab83b8,Can I Play With Madness,10,,False,False
5bab83b8_11,5bab83b8,Heaven Can Wait,11,,False,False
5bab83b8_12,5bab83b8,Alexander the Great,12,,False,False
5bab83b8_13,5bab83b8,Fear of the Dark,13,,False,False
5bab83b8_14,5bab83b8,Iron Maiden,14,,False,False
5bab83b8_15,5bab83b8,Hell on Earth,15,,True,False
5bab83b8_16,5bab83b8,The Trooper,16,,True,False
5bab83b8_17,5bab83b8,Wasted Years,17,,True,False
5bab83b8_18,5bab83b8,Always Look on the Bright Side of Life,18,Monty Python,True,True
4bab83ba_1,4bab83ba,Doctor Doctor,1,UFO,False,True
4bab83ba_2,4bab83ba,Blade Runner (End Titles),2,Vangelis,False,True
4bab83ba_3,4bab83ba,Caught Somewhere in Time,3,,False,False
4bab83ba_4,4bab83ba,Stranger in a Strange Land,4,,False,False
4bab83ba_5,4bab83ba,The Writing on the Wall,5,,False,False
4bab83ba_6,4bab83ba,Days of Future Past,6,,False,False
4bab83ba_7,4bab83ba,The Time Machine,7,,False,False
4bab83ba_8,4bab83ba,The Prisoner,8,,False,False
4bab83ba_9,4bab83ba,Death of the Celts,9,,False,False
4bab83ba_10,4bab83ba,Can I Play With Madness,10,,False,False
4bab83ba_11,4bab83ba,Heaven Can Wait,11,,False,False
4bab83ba_12,4bab83ba,Alexander the Great,12,,False,False
4bab83ba_13,4bab83ba,Fear of the Dark,13,,False,False
4bab83ba_14,4bab83ba,Iron Maiden,14,,False,False
4bab83ba_15,4bab83ba,Hell on Earth,15,,True,False
4bab83ba_16,4bab83ba,The Trooper,16,,True,False
4bab83ba_17,4bab83ba,Wasted Years,17,,True,False
4bab83ba_18,4bab83ba,Always Look on the Bright Side of Life,18,Monty Python,True,True
5bab83c4_1,5bab83c4,Doctor Doctor,1,UFO,False,True
5bab83c4_2,5bab83c4,Blade Runner (End Titles),2,Vangelis,False,True
5bab83c4_3,5bab83c4,Caught Somewhere in Time,3,,False,False
5bab83c4_4,5bab83c4,Stranger in a Strange Land,4,,False,False
5bab83c4_5,5bab83c4,The Writing on the Wall,5,,False,False
5bab83c4_6,5bab83c4,Days of Future Past,6,,False,False
5bab83c4_7,5bab83c4,The Time Machine,7,,False,False
5bab83c4_8,5bab83c4,The Prisoner,8,,False,False
5bab83c4_9,5bab83c4,Death of the Celts,9,,False,False
5bab83c4_10,5bab83c4,Can I Play With Madness,10,,False,False
5bab83c4_11,5bab83c4,Heaven Can Wait,11,,False,False
5bab83c4_12,5bab83c4,Alexander the Great,12,,False,False
5bab83c4_13,5bab83c4,Fear of the Dark,13,,False,False
5bab83c4_14,5bab83c4,Iron Maiden,14,,False,False
5bab83c4_15,5bab83c4,Hell on Earth,15,,True,False
5bab83c4_16,5bab83c4,The Trooper,16,,True,False
5bab83c4_17,5bab83c4,Wasted Years,17,,True,False
5bab83c4_18,5bab83c4,Always Look on the Bright Side of Life,18,Monty Python,True,True
4bab83c6_1,4bab83c6,Doctor Doctor,1,UFO,False,True
4bab83c6_2,4bab83c6,Blade Runner (End Titles),2,Vangelis,False,True
4bab83c6_3,4bab83c6,Caught Somewhere in Time,3,,False,False
4bab83c6_4,4bab83c6,Stranger in a Strange Land,4,,False,False
4bab83c6_5,4bab83c6,The Writing on the Wall,5,,False,False
4bab83c6_6,4bab83c6,Days of Future Past,6,,False,False
4bab83c6_7,4bab83c6,The Time Machine,7,,False,False
4bab83c6_8,4bab83c6,The Prisoner,8,,False,False
4bab83c6_9,4bab83c6,Death of the Celts,9,,False,False
4bab83c6_10,4bab83c6,Can I Play With Madness,10,,False,False
4bab83c6_11,4bab83c6,Heaven Can Wait,11,,False,False
4bab83c6_12,4bab83c6,Alexander the Great,12,,False,False
4bab83c6_13,4bab83c6,Fear of the Dark,13,,False,False
4bab83c6_14,4bab83c6,Iron Maiden,14,,False,False
4bab83c6_15,4bab83c6,Hell on Earth,15,,True,False
4bab83c6_16,4bab83c6,The Trooper,16,,True,False
4bab83c6_17,4bab83c6,Wasted Years,17,,True,False
4bab83c6_18,4bab83c6,Always Look on the Bright Side of Life,18,Monty Python,True,True
53ab83c1_1,53ab83c1,Doctor Doctor,1,UFO,False,True
53ab83c1_2,53ab83c1,Blade Runner (End Titles),2,Vangelis,False,True
53ab83c1_3,53ab83c1,Caught Somewhere in Time,3,,False,False
53ab83c1_4,53ab83c1,Stranger in a Strange Land,4,,False,False
53ab83c1_5,53ab83c1,The Writing on the Wall,5,,False,False
53ab83c1_6,53ab83c1,Days of Future Past,6,,False,False
53ab83c1_7,53ab83c1,The Time Machine,7,,False,False
53ab83c1_8,53ab83c1,The Prisoner,8,,False,False
53ab83c1_9,53ab83c1,Death of the Celts,9,,False,False
53ab83c1_10,53ab83c1,Can I Play With Madness,10,,False,False
53ab83c1_11,53ab83c1,Heaven Can Wait,11,,False,False
53ab83c1_12,53ab83c1,Alexander the Great,12,,False,False
53ab83c1_13,53ab83c1,Fear of the Dark,13,,False,False
53ab83c1_14,53ab83c1,Iron Maiden,14,,False,False
53ab83c1_15,53ab83c1,Hell on Earth,15,,True,False
53ab83c1_16,53ab83c1,The Trooper,16,,True,False
53ab83c1_17,53ab83c1,Wasted Years,17,,True,False
53ab83c1_18,53ab83c1,Always Look on the Bright Side of Life,18,Monty Python,True,True
43ab83cf_1,43ab83cf,Doctor Doctor,1,UFO,False,True
43ab83cf_2,43ab83cf,Blade Runner (End Titles),2,Vangelis,False,True
43ab83cf_3,43ab83cf,Caught Somewhere in Time,3,,False,False
43ab83cf_4,43ab83cf,Stranger in a Strange Land,4,,False,False
43ab83cf_5,43ab83cf,The Writing on the Wall,5,,False,False
43ab83cf_6,43ab83cf,Days of Future Past,6,,False,False
43ab83cf_7,43ab83cf,The Time Machine,7,,False,False
43ab83cf_8,43ab83cf,The Prisoner,8,,False,False
43ab83cf_9,43ab83cf,Death of the Celts,9,,False,False
43ab83cf_10,43ab83cf,Can I Play With Madness,10,,False,False
43ab83cf_11,43ab83cf,Heaven Can Wait,11,,False,False
43ab83cf_12,43ab83cf,Alexander the Great,12,,False,False
43ab83cf_13,43ab83cf,Fear of the Dark,13,,False,False
43ab83cf_14,43ab83cf,Iron Maiden,14,,False,False
43ab83cf_15,43ab83cf,Hell on Earth,15,,True,False
43ab83cf_16,43ab83cf,The Trooper,16,,True,False
43ab83cf_17,43ab83cf,Wasted Years,17,,True,False
43ab83cf_18,43ab83cf,Always Look on the Bright Side of Life,18,Monty Python,True,True
43ab83cb_1,43ab83cb,Doctor Doctor,1,UFO,False,True
43ab83cb_2,43ab83cb,Blade Runner (End Titles),2,Vangelis,False,True
43ab83cb_3,43ab83cb,Caught Somewhere in Time,3,,False,False
43ab83cb_4,43ab83cb,Stranger in a Strange Land,4,,False,False
43ab83cb_5,43ab83cb,The Writing on the Wall,5,,False,False
43ab83cb_6,43ab83cb,Days of Future Past,6,,False,False
43ab83cb_7,43ab83cb,The Time Machine,7,,False,False
43ab83cb_8,43ab83cb,The Prisoner,8,,False,False
43ab83cb_9,43ab83cb,Death of the Celts,9,,False,False
43ab83cb_10,43ab83cb,Can I Play With Madness,10,,False,False
43ab83cb_11,43ab83cb,Heaven Can Wait,11,,False,False
43ab83cb_12,43ab83cb,Alexander the Great,12,,False,False
43ab83cb_13,43ab83cb,Fear of the Dark,13,,False,False
43ab83cb_14,43ab83cb,Iron Maiden,14,,False,False
43ab83cb_15,43ab83cb,Hell on Earth,15,,True,False
43ab83cb_16,43ab83cb,The Trooper,16,,True,False
43ab83cb_17,43ab83cb,Wasted Years,17,,True,False
43ab83cb_18,43ab83cb,Always Look on the Bright Side of Life,18,Monty Python,True,True
5ba32b18_1,5ba32b18,Doctor Doctor,1,UFO,False,True
5ba32b18_2,5ba32b18,Blade Runner (End Titles),2,Vangelis,False,True
5ba32b18_3,5ba32b18,Caught Somewhere in Time,3,,False,False
5ba32b18_4,5ba32b18,Stranger in a Strange Land,4,,False,False
5ba32b18_5,5ba32b18,The Writing on the Wall,5,,False,False
5ba32b18_6,5ba32b18,Days of Future Past,6,,False,False
5ba32b18_7,5ba32b18,The Time Machine,7,,False,False
5ba32b18_8,5ba32b18,The Prisoner,8,,False,False
5ba32b18_9,5ba32b18,Death of the Celts,9,,False,False
5ba32b18_10,5ba32b18,Can I Play With Madness,10,,False,False
5ba32b18_11,5ba32b18,Heaven Can Wait,11,,False,False
5ba32b18_12,5ba32b18,Alexander the Great,12,,False,False
5ba32b18_13,5ba32b18,Fear of the Dark,13,,False,False
5ba32b18_14,5ba32b18,Iron Maiden,14,,False,False
5ba32b18_15,5ba32b18,Hell on Earth,15,,True,False
5ba32b18_16,5ba32b18,The Trooper,16,,True,False
5ba32b18_17,5ba32b18,Wasted Years,17,,True,False
5ba32b18_18,5ba32b18,Always Look on the Bright Side of Life,18,Monty Python,True,True
53a3c79d_1,53a3c79d,Doctor Doctor,1,UFO,False,True
53a3c79d_2,53a3c79d,Blade Runner (End Titles),2,Vangelis,False,True
53a3c79d_3,53a3c79d,Caught Somewhere in Time,3,,False,False
53a3c79d_4,53a3c79d,Stranger in a Strange Land,4,,False,False
53a3c79d_5,53a3c79d,The Writing on the Wall,5,,False,False
53a3c79d_6,53a3c79d,Days of Future Past,6,,False,False
53a3c79d_7,53a3c79d,The Time Machine,7,,False,False
53a3c79d_8,53a3c79d,The Prisoner,8,,False,False
53a3c79d_9,53a3c79d,Death of the Celts,9,,False,False
53a3c79d_10,53a3c79d,Can I Play With Madness,10,,False,False
53a3c79d_11,53a3c79d,Heaven Can Wait,11,,False,False
53a3c79d_12,53a3c79d,Alexander the Great,12,,False,False
53a3c79d_13,53a3c79d,Fear of the Dark,13,,False,False
53a3c79d_14,53a3c79d,Iron Maiden,14,,False,False
53a3c79d_15,53a3c79d,Hell on Earth,15,,True,False
53a3c79d_16,53a3c79d,The Trooper,16,,True,False
53a3c79d_17,53a3c79d,Wasted Years,17,,True,False
53a3c79d_18,53a3c79d,Always Look on the Bright Side of Life,18,Monty Python,True,True
63a3eedf_1,63a3eedf,Doctor Doctor,1,UFO,False,True
63a3eedf_2,63a3eedf,Blade Runner (End Titles),2,Vangelis,False,True
63a3eedf_3,63a3eedf,Caught Somewhere in Time,3,,False,False
63a3eedf_4,63a3eedf,Stranger in a Strange Land,4,,False,False
63a3eedf_5,63a3eedf,The Writing on the Wall,5,,False,False
63a3eedf_6,63a3eedf,Days of Future Past,6,,False,False
63a3eedf_7,63a3eedf,The Time Machine,7,,False,False
63a3eedf_8,63a3eedf,The Prisoner,8,,False,False
63a3eedf_9,63a3eedf,Death of the Celts,9,,False,False
63a3eedf_10,63a3eedf,Can I Play With Madness,10,,False,False
63a3eedf_11,63a3eedf,Heaven Can Wait,11,,False,False
63a3eedf_12,63a3eedf,Alexander the Great,12,,False,False
63a3eedf_13,63a3eedf,Fear of the Dark,13,,False,False
63a3eedf_14,63a3eedf,Iron Maiden,14,,False,False
63a3eedf_15,63a3eedf,Hell on Earth,15,,True,False
63a3eedf_16,63a3eedf,The Trooper,16,,True,False
63a3eedf_17,63a3eedf,Wasted Years,17,,True,False
63a3eedf_18,63a3eedf,Always Look on the Bright Side of Life,18,Monty Python,True,True
3a38123_1,3a38123,Doctor Doctor,1,UFO,False,True
3a38123_2,3a38123,Blade Runner (End Titles),2,Vangelis,False,True
3a38123_3,3a38123,Caught Somewhere in Time,3,,False,False
3a38123_4,3a38123,Stranger in a Strange Land,4,,False,False
3a38123_5,3a38123,The Writing on the Wall,5,,False,False
3a38123_6,3a38123,Days of Future Past,6,,False,False
3a38123_7,3a38123,The Time Machine,7,,False,False
3a38123_8,3a38123,The Prisoner,8,,False,False
3a38123_9,3a38123,Death of the Celts,9,,False,False
3a38123_10,3a38123,Can I Play With Madness,10,,False,False
3a38123_11,3a38123,Heaven Can Wait,11,,False,False
3a38123_12,3a38123,Alexander the Great,12,,False,False
3a38123_13,3a38123,Fear of the Dark,13,,False,False
3a38123_14,3a38123,Iron Maiden,14,,False,False
3a38123_15,3a38123,Hell on Earth,15,,True,False
3a38123_16,3a38123,The Trooper,16,,True,False
3a38123_17,3a38123,Wasted Years,17,,True,False
3a38123_18,3a38123,Always Look on the Bright Side of Life,18,Monty Python,True,True
2ba4203e_1,2ba4203e,Doctor Doctor,1,UFO,False,True
2ba4203e_2,2ba4203e,Blade Runner (End Titles),2,Vangelis,False,True
2ba4203e_3,2ba4203e,Caught Somewhere in Time,3,,False,False
2ba4203e_4,2ba4203e,Stranger in a Strange Land,4,,False,False
2ba4203e_5,2ba4203e,The Writing on the Wall,5,,False,False
2ba4203e_6,2ba4203e,Days of Future Past,6,,False,False
2ba4203e_7,2ba4203e,The Time Machine,7,,False,False
2ba4203e_8,2ba4203e,The Prisoner,8,,False,False
2ba4203e_9,2ba4203e,Death of the Celts,9,,False,False
2ba4203e_10,2ba4203e,Can I Play With Madness,10,,False,False
2ba4203e_11,2ba4203e,Heaven Can Wait,11,,False,False
2ba4203e_12,2ba4203e,Alexander the Great,12,,False,False
