concert_id,venue_id,city_id,date,tour
7bc6b648,7bd6c210,2643743,24-08-1979,Iron Maiden Tour 1979
3da35cb,3d63137,2643743,20-08-1979,Iron Maiden Tour 1979
73c6b649,bd65946,2641700,19-08-1979,Iron Maiden Tour 1979
63c6b64b,6bd49aa6,2655613,17-08-1979,Iron Maiden Tour 1979
43c873bf,43d7e7e7,2643743,10-08-1979,Iron Maiden Tour 1979
1bda35d4,3d63137,2643743,06-08-1979,Iron Maiden Tour 1979
6bc6b656,63d49aa7,2653516,04-08-1979,Iron Maiden Tour 1979
63c6b657,bd6d1c2,2643743,03-08-1979,Iron Maiden Tour 1979
7bc6b650,bd6d1c2,2643743,28-07-1979,Iron Maiden Tour 1979
73c6b651,bd6d1c2,2643743,22-07-1979,Iron Maiden Tour 1979
6bc6b652,7bd49aa0,2641181,20-07-1979,Iron Maiden Tour 1979
63c6b653,3d63137,2643743,16-07-1979,Iron Maiden Tour 1979
7bc6b65c,23d3686b,2647793,14-07-1979,Iron Maiden Tour 1979
3f55917,43d77beb,2643743,13-07-1979,Iron Maiden Tour 1979
1bf5591c,23d20c23,2643743,12-07-1979,Iron Maiden Tour 1979
1bf55924,bd6d1c2,2643743,06-07-1979,Iron Maiden Tour 1979
6bc6b65e,73d49aa1,2635124,04-07-1979,Iron Maiden Tour 1979
63c6b65f,3d63137,2643743,02-07-1979,Iron Maiden Tour 1979
73c6b659,bd6d1c2,2643743,29-06-1979,Iron Maiden Tour 1979
6bc6b65a,5bd36794,2656725,22-06-1979,Iron Maiden Tour 1979
7bc6b664,bd6d1c2,2643743,15-06-1979,Iron Maiden Tour 1979
73c6b665,43d77beb,2643743,09-06-1979,Iron Maiden Tour 1979
6bc6b666,bd6d1c2,2643743,08-06-1979,Iron Maiden Tour 1979
63c6b667,bd6d1c2,2643743,01-06-1979,Iron Maiden Tour 1979
7bc6b660,6bd63676,2647793,26-05-1979,Iron Maiden Tour 1979
73c6b661,2bd22886,2653942,25-05-1979,Iron Maiden Tour 1979
6bc6b662,43d77beb,2643743,19-05-1979,Iron Maiden Tour 1979
63c6b663,bd60daa,2654710,18-05-1979,Iron Maiden Tour 1979
7bc6b66c,bd6d1c2,2643743,11-05-1979,Iron Maiden Tour 1979
5bda2fdc,7bd73258,2643743,08-05-1979,Iron Maiden Tour 1979
6bc6b66e,bd6d1c2,2643743,05-05-1979,Iron Maiden Tour 1979
63c6b66f,63d49aa3,2643743,23-04-1979,Iron Maiden Tour 1979
7bc6b668,bd6d1c2,2643743,14-04-1979,Iron Maiden Tour 1979
73c6b669,63d49aa3,2643743,09-04-1979,Iron Maiden Tour 1979
6bc6b66a,bd6d1c2,2643743,07-04-1979,Iron Maiden Tour 1979
63c6b66b,bd6d1c2,2643743,17-03-1979,Iron Maiden Tour 1979
